DOI,Title,Predicted_Course
10.1109/ICITSI65188.2024.10929431,Examining Usability and Student Experience of ChatGPT as a Learning Tool on Moodle in Higher Education,Human-Computer Interaction
10.1109/ICSCC62041.2024.10690334,Chatbots in Education: A Systematic Literature Review,Human-Computer Interaction
10.1109/ICERCS63125.2024.10894980,Software Development Automation Using Generative AI,Software Engineering
10.1109/TCSVT.2025.3565616,DFMC:Feature-Driven Data-Free Knowledge Distillation,Machine Learning
10.1109/ICIP49359.2023.10222927,Zero-Shot Human-Object Interaction (HOI) Classification by Bridging Generative and Contrastive Image-Language Models,Machine Learning
10.1109/ICALTER65499.2024.10819214,Natural Language Processing Algorithms for Academic Content Generation,Natural Language Processing
10.1109/EDUCON60312.2024.10578742,ChatGPT in Higher Education: Perceptions of Computer Science-Related Students,Human-Computer Interaction
10.1109/COMSCI63166.2024.10778529,Enhancing University Students’ Activities with Interactive Immediate Feedback Using Customized LLMs,Introductory Programming
10.1109/ICTIIA61827.2024.10761147,Analysis of the Impact of ChatGPT Utilization on the Levels of Laziness and Productivity,Human-Computer Interaction
10.1109/TCSS.2025.3569400,DynaMentA: Dynamic Prompt Engineering and Weighted Transformer Architecture for Mental Health Classification Using Social Media Data,Natural Language Processing
10.1109/BigData62323.2024.10825945,Resources Construction and LLM Fine-tuning for Education of Computer Science,Artificial Intelligence
10.1109/ICCI64209.2025.10987407,Leveraging Knowledge Graphs for Personalized Internship Recommendations: A Case Study on Software Engineering Courses,Software Engineering
10.1109/TIV.2024.3461651,ALGPT: Multi-Agent Cooperative Framework for Open-Vocabulary Multi-Modal Auto-Annotating in Autonomous Driving,Autonomous Systems
10.1109/TELE62556.2024.10605652,Enhancing Interactive Information Support in Student Interdisciplinary Project Training: A Socio-Ecological Perspective of the Digital Environment,Educational Technology
10.1109/COMPSAC61105.2024.00305,Health Sciences students and educators experience with using ChatGPT,Human-Computer Interaction
10.1109/ICIET60671.2024.10542754,High School Students' Perception of AI and Its Future Impact on Education,Artificial Intelligence Ethics and Society
10.1109/TSE.2024.3452252,Leveraging Large Language Model for Automatic Patch Correctness Assessment,Software Engineering
10.1145/3581784.3613215,FORGE: Pre-Training Open Foundation Models for Science,Machine Learning
10.1109/ICCCT63501.2025.11018890,Automated Multilingual Translation of Exam Question Papers Using Generative AI,Natural Language Processing
10.1109/ACCESS.2025.3535782,Time-Series Large Language Models: A Systematic Review of State-of-the-Art,Machine Learning
10.15439/2024F5859,The Interplay of Learning Analytics and Artificial Intelligence,Educational Technology
10.1109/DSA59317.2023.00087,The Impact of ChatGPT on Software Engineering Education: A Quick Peek,Software Engineering
10.1109/IEIR62538.2024.10959761,The Impact of AIGC on Modern Education: Transforming Learning and Teaching Methods,Educational Technology
10.1109/EIECT60552.2023.10441978,Public Perception and Sentiment of ChatGPT: Machine Learning Analysis on Weibo Posts,Machine Learning
10.1109/ICIPCA61593.2024.10709091,Optimizing Logistic Regression for Predicting Teacher Job Satisfaction: An AI-Driven Approach to Faculty Development,Machine Learning
10.1109/COMPSAC61105.2024.00017,LLM-Based Class Diagram Derivation from User Stories with Chain-of-Thought Promptings,Software Engineering
10.1109/FIE61694.2024.10892909,Interactive Framework for Cybersecurity Education and Future Workforce Development,Computer Security
10.1109/CoDIT62066.2024.10708253,"Large Language Models for Healthcare: Applications, Models, Datasets, and Challenges",Natural Language Processing
10.1109/FLLM63129.2024.10852443,Popular LLM-Large Language Models in Enterprise Applications,Natural Language Processing
10.1109/SANER60148.2024.00054,Investigating Markers and Drivers of Gender Bias in Machine Translations,Natural Language Processing
10.1109/ASE56229.2023.00217,A Comparative Study of Transformer-Based Neural Text Representation Techniques on Bug Triaging,Software Engineering
10.1109/AQTR61889.2024.10554146,Microservice-Based Interface to ChatGPT,Distributed Systems
10.1109/e-Science62913.2024.10678704,Generative AI for Research Data Processing: Lessons Learnt From Three Use Cases,Data Science and Machine Learning
10.1109/ACCESS.2024.3350169,Prediction of Students’ Academic Performance in the Programming Fundamentals Course Using Long Short-Term Memory Neural Networks,Educational Data Mining
10.1109/ITHET61869.2024.10837600,Gauging the Capability of Artificial Intelligence Chatbot Tools to Answer Textbook Coursework Exercises in Circuit Design Education,Circuit Design
10.1109/ICCA59364.2023.10401818,How Big Can It Get? A comparative analysis of LLMs in architecture and scaling,Machine Learning
10.1109/EDUCON62633.2025.11016366,"Uses of Generative AI in Engineering, Technology, and Computing Classrooms: Findings From the IEEE FIE Conference Proceedings",Educational Technology in Computer Science
10.1109/TIFS.2025.3567915,An Active Authorization Control Method for Deep Reinforcement Learning Model Based on GANs and Adaptive Trigger,Machine Learning
10.1109/EDUCON62633.2025.11016386,Lessons for GenAI Literacy from a Field Study of Human-GenAI Augmentation in the Workplace,Human-Computer Interaction
10.1109/IEEM58616.2023.10406630,Education and Training for Future Engineering Teachers in the Age of Artificial Intelligence: A Bibliometric Analysis,Educational Technology
10.1109/CAI59869.2024.00266,Unveiling the Potential of ChatGPT in Detecting Machine Unauditable Bugs in Smart Contracts: A Preliminary Evaluation and Categorization,Blockchain and Smart Contract Security
10.1109/QRS-C60940.2023.00049,Love the Way You Lie: Unmasking the Deceptions of LLMs,Artificial Intelligence
10.1109/ICCCNT61001.2024.10725418,Sinhala-Centric Java Assistance Tool for Entry-Level Programmers,Introductory Programming
10.1109/MODELS-C59198.2023.00034,Generative AI in Model-Driven Software Engineering Education: Friend or Foe?,Software Engineering
10.1109/FIE61694.2024.10893133,From Assistance to Misconduct: Unpacking the Complex Role of Generative AI in Student Learning,Computing Education
10.1109/EDUCON60312.2024.10578858,Extracting Metadata from Learning Videos for Ontology-Based Recommender Systems Using Whisper & GPT,Educational Technology
10.1109/ITHET61869.2024.10837616,Open-Source or Proprietary Language Models? An Initial Comparison on the Assessment of an Educational Task,Natural Language Processing
10.1109/EDUCON62633.2025.11016326,Enhancing AI Interaction through Co-Construction: A Multi-Faceted Workshop Framework,Human-Computer Interaction
10.1109/ACCESS.2023.3296911,An Optimized Question Classification Framework Using Dual-Channel Capsule Generative Adversarial Network and Atomic Orbital Search Algorithm,Machine Learning
10.1109/ICEIT64364.2025.10975838,Exploring Educators' Multidimensional Perspectives on Generative AI's Impact in Education: A Study Using Q Methodology,Educational Technology
10.1109/CINS63881.2024.10864428,Comparative Analysis and Application of Large Language Models on FAQ Chatbots,Natural Language Processing
10.1109/ICRA57147.2024.10610554,Toward Automated Programming for Robotic Assembly Using ChatGPT,Robotics and Automation
10.1109/CyberC58899.2023.00030,Deep research and analysis of ChatGPT based on multiple testing experiments,Human-Computer Interaction
10.1145/3639474.3640084,Automated Detection of AI-Obfuscated Plagiarism in Modeling Assignments,Computer Science Education
10.1109/ICLIE61478.2024.11015358,Generative AI-driven Digital Transformation in Education: Systematic Review and Future Research Directions,Educational Technology
10.1109/ICAISC64594.2025.10959667,Innovating NCAAA Accreditation: A Smart Education Management System Powered by Generative Pre-trained Transformer,Artificial Intelligence in Education
10.1109/ITIKD63574.2025.11005250,Developing a Framework for Using Large Language Models for Viva Assessments in Higher Education,Artificial Intelligence in Education
10.1109/EDUCON62633.2025.11016452,A Comparative Study of Epistemological Beliefs and AI Chatbot Usage Among Early Adopters and Later Users in Higher Education,Educational Technology
10.1109/FIE58773.2023.10343391,Integrating Cloud-Based AI in Software Engineers' Professional Training and Development,Software Engineering
10.1109/AIxVR63409.2025.00069,An Extended Reality Platform Powered by Large Language Models: A Case Study on Teaching Dance Costumes,Human-Computer Interaction
10.1109/MSP.2024.3388166,A Signal Processor Teaches Generative Artificial Intelligence [SP Education],Artificial Intelligence Education
10.1109/ICEICT61637.2024.10671366,Cross-Language Code Development with Generative AI: A Source-to-Source Translation Perspective,Software Engineering
10.1109/ICAICE63571.2024.10864116,A Comparative Study of Bug Triage Representation and Classification Approaches from Canonical to Large Language Models,Software Engineering
10.1109/TVCG.2025.3575694,JailbreakLens: Visual Analysis of Jailbreak Attacks Against Large Language Models,Computer Security
10.1109/ISIEA61920.2024.10607367,The Use of Chatbot and its Impact on Academic Achievement,Human-Computer Interaction
10.1109/RSP64122.2024.10870993,Advancing Formal Verification: Fine-Tuning LLMs for Translating Natural Language Requirements to CTL Specifications,Formal Methods
10.1109/SEAA64295.2024.00036,Predicting Software Functional Size Using Natural Language Processing: An Exploratory Case Study,Software Engineering
10.1109/SP54263.2024.00046,Poisoned ChatGPT Finds Work for Idle Hands: Exploring Developers’ Coding Practices with Insecure Suggestions from Poisoned AI Models,Software Engineering
10.1109/ICEIT64364.2025.10975875,Enhancing Contextual Understanding in AI-Powered Tutoring: Evaluating the Oliver System for Effective Learning Support,Educational Technology
10.1109/ICIMTech63123.2024.10780832,Beyond Chatting an Analysis of the Full Potential Use of Chat Generative AI for University Students in the Greater Jakarta Area,Educational Technology
10.1109/TNNLS.2024.3493113,Generative Adversarial Soft Actor–Critic,Machine Learning
10.1109/JBHI.2025.3538324,Enhancing Visual Reasoning with LLM-Powered Knowledge Graphs for Visual Question Localized-Answering in Robotic Surgery,Computer Vision
10.1109/INCOS59338.2024.10527664,AI-Powered Resume Based QA Tailoring for Success in Interviews,Natural Language Processing
10.1109/IETC61393.2024.10564292,Generative AI Adoption in the Classroom: A Contextual Exploration Using the Technology Acceptance Model (TAM) and the Innovation Diffusion Theory (IDT),Educational Technology
10.1109/CSITSS64042.2024.10816908,An Approach to Intelligent Information Extraction and Utilization from Diverse Documents,Natural Language Processing (NLP)
10.1109/TCSVT.2025.3571788,LMM-VQA: Advancing Video Quality Assessment with Large Multimodal Models,Computer Vision
10.1109/WAIE60568.2023.00016,"Harnessing the Potential of Chat GPT in Education: Unveiling its Value, Navigating Challenges, and Crafting Mitigation Pathways",Educational Technology
10.1109/TBDATA.2024.3522805,Tailored Definitions With Easy Reach: Complexity-Controllable Definition Generation,Natural Language Processing
10.1109/MCE.2024.3519777,QoE Assessment for Prompt-based Videos: Acceptability and Quality Factors,Human-Computer Interaction
10.1109/ICEIT64364.2025.10975835,Analyzing the Landscape of Generative and Open AI in Education: A Text Analytics Exploration of Scopus Publications,Artificial Intelligence in Education
10.1109/JICV59748.2023.10565703,Embracing the Future: Unveiling the Revolution of Human-AI Interaction in the Digital Education Era,Human-Computer Interaction
10.1109/ICSME58944.2024.00073,Icing on the Cake: Automatic Code Summarization at Ericsson,Software Engineering
10.1109/IEEECONF61558.2024.10585387,Simulating Life: The Application of Generative Agents in Virtual Environments,Artificial Intelligence in Game Development
10.1109/ISDFS60797.2024.10527283,Generative Artificial Intelligence in Latin American Higher Education: A Systematic Literature Review,Artificial Intelligence in Education
10.1109/ICMTIM62047.2024.10629560,Java Web Programming with ChatGPT,Web Development
10.1109/TENSYMP61132.2024.10752300,Optimizing Resume Parsing Processes by Leveraging Large Language Models,Natural Language Processing
10.1109/CICTN64563.2025.10932399,Developing an AI-Based Library Assistant: Enhancing Book Retrieval with Natural Language Processing and Machine Learning,Human-Computer Interaction
10.1109/ICDE60146.2024.00453,Construction and Enhancement of an RNA-Based Knowledge Graph for Discovering New RNA Drugs,Bioinformatics
10.1109/ACCESS.2025.3573575,Artificial Intelligence Literacy Structure and the Factors Influencing Student Attitudes and Readiness in Central Europe Universities,Artificial Intelligence Education
10.1109/JAS.2025.125498,"Exploring DeepSeek: A Survey on Advances, Applications, Challenges and Future Directions",Machine Learning
10.1109/IJCNN60899.2024.10650776,iiPCS: Intent-Based In-Context Learning for Project-Specific Code Summarization,Software Engineering
10.1109/AICT61888.2024.10740416,Exploring the Potential Use of Generative AI in Software Engineering Education,Software Engineering
10.1109/FIE61694.2024.10893388,Two Sides of the Same Coin: Differing Approaches to Generative AI in Two Computer Science Classrooms,Educational Technology in Computer Science
10.1002/9781394175574.ch13,Exploring the Role of ChatGPT in the Law Enforcement and Banking Sectors,Artificial Intelligence Ethics and Policy
10.1109/APSEC65559.2024.00023,DupLLM:Duplicate Pull Requests Detection Based on Large Language Model,Software Engineering
10.1109/AIIoT58432.2024.10574587,Exploring AI Facial Recognition for Real-time Emotion Detection: Assessing Student Engagement in Online Learning Environments,Machine Learning
10.1109/SCSE61872.2024.10550837,Analyzing the Learning Effectiveness of Generative AI for Software Development for Undergraduates in Sri Lanka,Introductory Programming
10.1109/iSemantic63362.2024.10762540,Art in the Era of Algorithms: Is Generative AI a Friend or Foe for 2D Artists?,Human-Computer Interaction
10.1109/SoutheastCon56624.2025.10971486,Text2Net: Transforming Plain-text to a Dynamic Interactive Network Simulation Environment,Computer Networks
10.1109/CSECS64665.2025.11009556,A Stylistic Comparative Study for Evaluating Neural Machine Translation Technologies,Natural Language Processing
10.1109/RO-MAN60168.2024.10731435,Exploring the Suitability of Conversational AI for Child-Robot Interaction,Human-Computer Interaction
10.1109/RE57278.2023.00033,Digital Design - Shaping a Sustainable Digital Future Requires a New Holistic Design Approach,Human-Computer Interaction
10.1109/WSC60868.2023.10408241,Chances and Challenges of ChatGPT and Similar Models for Education in M&S,Modeling and Simulation in Education
10.1109/RE59067.2024.00031,Generating Test Scenarios from NL Requirements Using Retrieval-Augmented LLMs: An Industrial Study,Software Engineering
10.1109/ICSME58846.2023.00042,Summarize Me: The Future of Issue Thread Interpretation,Software Engineering
10.1109/URTC60662.2023.10534929,The Fallibility of AI Content Detectors,Artificial Intelligence Ethics
10.1109/ICCTIT60726.2023.10435711,Software Defect Prediction via Code Language Models,Software Engineering
10.1109/ICIC64337.2024.10956758,Dataset Alignment for Fine-Tuning Large Language Models for PJOK Educational Chatbot,Natural Language Processing
10.1109/ICICT62343.2024.00084,Development of Dialogue Feature between Participants and ChatGPT in Network Security Exercise System,Computer Security
10.1109/ACCESS.2025.3575707,Integrating Generative and Contrastive Approaches for Human Action Recognition,Machine Learning
10.1109/DASA63652.2024.10836262,Enhancing Software Engineering with AI: Key Insights from ChatGPT,Software Engineering
10.1109/FUZZ52849.2023.10309699,Knowledge Graph-Based Genetic Fuzzy Agent for Human Intelligence and Machine Co-Learning,Artificial Intelligence
10.1109/ACCESS.2024.3481049,Examining Non-English Foreign Language Education Through Social Media: Discourse and Psychological Analysis Based on Text Mining,Data Mining
10.1109/ICALT61570.2024.00056,Matching Problem Statements to Editorials in Competitive Programming,Algorithms and Data Structures
10.1109/ISET61814.2024.00048,Utilizing Virtual Reality and Generative AI Chatbot for Job Interview Simulations,Human-Computer Interaction
10.1109/ITHET61869.2024.10837603,Exploring Academic Integrity in the Age of Generative AI,Academic Integrity and Ethics in Computer Science
10.1109/TCE.2024.3398824,Privacy Preserved Reinforcement Learning Model Using Generative AI for Personalized E-Learning,Machine Learning
10.1109/TCBBIO.2025.3571046,Mitigating Catastrophic Forgetting in Molecular Property Prediction via Refresh Learning and Pareto Optimization,Machine Learning
10.1109/ICEIT64364.2025.10975892,Interdisciplinary-QG: An LLM-Based Framework for Generating High-Quality Interdisciplinary Test Questions with Knowledge Graphs and Chain-of-Thought Reasoning,Educational Technology
10.1109/ICCA59364.2023.10401848,Automatic Question Generation Using Natural Language Processing and Transformers,Natural Language Processing
10.1109/ITHET61869.2024.10837671,Innovative Approach to Agile Education: Generative AI-Supported Planning Poker Simulation,Software Engineering
10.1109/FIE61694.2024.10892813,Beyond Imagination: Leveraging Generative AI to Enhance Learning Through Story World Analogies,Educational Technology
10.1109/TransAI60598.2023.00028,Real-Time Attention-Based Conversational Agent,Natural Language Processing
10.1109/ACAIT63902.2024.11022196,Can LLMs Understand Parallel and Distributed Machine Learning Algorithms in AIoT?,Distributed Systems
10.1109/CSEET62301.2024.10662985,FeedbackPulse: GPT-Enabled Feedback Assistant for Software Engineering Educators,Software Engineering
10.1109/ICARC64760.2025.10963119,The Influence of Generative AI on work-life balance among female software professionals in Sri Lanka,Human-Computer Interaction
10.1109/ICAIQSA64000.2024.10882269,Student Career Guidance Using Generative AI,Human-Computer Interaction
10.1109/ICSE-Companion58688.2023.00075,Towards an AI-centric Requirements Engineering Framework for Trustworthy AI,Software Engineering
10.1109/UBMK63289.2024.10773545,PsychSynth: Advancing Mental Health AI Through Synthetic Data Generation and Curriculum Training,Machine Learning
10.1109/EDUCON60312.2024.10578921,CodeWizardry,Introductory Programming
10.1109/TAI.2025.3566362,"Generative Agents in Agent-Based Modeling: Overview, Validation, and Emerging Challenges",Multi-Agent Systems
10.1109/BigData59044.2023.10386894,Bridging the Gap in AI-Driven Workflows: The Case for Domain-Specific Generative Bots,Artificial Intelligence
10.1109/ICoDSE59534.2023.10292037,Achieving High-Level Software Component Summarization via Hierarchical Chain-of-Thought Prompting and Static Code Analysis,Software Engineering
10.1109/QRS-C60940.2023.00105,ChatGPT vs. Stack Overflow: An Exploratory Comparison of Programming Assistance Tools,Human-Computer Interaction
10.1109/ACCESS.2025.3555753,"Metaverse Unbound: A Survey on Synergistic Integration Between Semantic Communication, 6G, and Edge Learning",Computer Networks
10.1109/FIE61694.2024.10892994,From Questions to Insightful Answers: Building an Informed Chatbot for University Resources,Human-Computer Interaction
10.1145/3597503.3639201,How Far Are We? The Triumphs and Trials of Generative AI in Learning Software Engineering,Software Engineering
10.1109/AERO55745.2023.10115963,Mars Project Software Systems Engineering Improvements,Software Engineering
10.1109/DCOSS-IoT61029.2024.00072,VulnGPT: Enhancing Source Code Vulnerability Detection Using AutoGPT and Adaptive Supervision Strategies,Computer Security
10.1109/ICSADL65848.2025.10933434,An Artificial Intelligence Approach for Analyzing Students' Academic Performance Using Machine Learning Algorithms,Machine Learning
10.1145/3639476.3639777,Exploring ChatGPT for Toxicity Detection in GitHub,Software Engineering
10.1109/TSE.2022.3158252,GPT2SP: A Transformer-Based Agile Story Point Estimation Approach,Software Engineering
10.1109/TELSIKS57806.2023.10316094,ChatGPT Assisted Development of Laravel Applications,Web Development
10.1109/ICBIM63313.2024.10823414,Transformer-Based Sinhala Java Programming Learning Tool,Introductory Programming
10.1109/ACCESS.2023.3248299,Impact of Electrical Engineering Didactic Videos During Emergency Remote Learning,Educational Technology in STEM
10.1109/ACCESS.2024.3519423,AI-Analyst: An AI-Assisted SDLC Analysis Framework for Business Cost Optimization,Software Engineering
10.1109/ICAIQSA64000.2024.10882426,Jarvis: AI-Enhanced Desktop Virtual Assistant,Human-Computer Interaction
10.1109/Inforino60363.2024.10551980,Current Trends in the Global Information Technology Market in Engineering Education,Information Technology in Education
10.1109/ACCESS.2024.3525061,Source Code Error Understanding Using BERT for Multi-Label Classification,Introductory Programming
10.1162/neco_a_01470,Research on Imbalanced Data Classification Based on Classroom-Like Generative Adversarial Networks,Machine Learning
10.1109/ACCESS.2024.3491856,Improving Text Emotion Detection Through Comprehensive Dataset Quality Analysis,Machine Learning
10.1109/WNYISPW63690.2024.10786604,AI Implications for Education and Educators,Artificial Intelligence in Education
10.1109/IC3I59117.2023.10397917,Unleashing the Power of Generative Artificial Intelligence: Exploring its Boundless Potential and Overcoming Challenges in Academic Environments,Human-Computer Interaction
10.1109/BigData62323.2024.10825415,Enriching Skill Taxonomies through Vector Space Models,Natural Language Processing
10.1109/TIV.2024.3436587,Hierarchical Generative Adversarial Imitation Learning With Mid-Level Input Generation for Autonomous Driving on Urban Environments,Machine Learning
10.1109/CogInfoCom63007.2024.10894718,“Interactive AI for Software Development Learning: Shifting Focus to Requirement Specification”,Software Engineering
10.1109/MS.2024.3385309,Generative AI in the Software Modeling Classroom: An Experience Report With ChatGPT and Unified Modeling Language,Software Engineering
10.1109/ISET61814.2024.00022,Evaluating generative artificial intelligence in answering course-related open questions: A pilot study,Artificial Intelligence Evaluation
10.1109/IISA59645.2023.10345880,Pre-made Empowering Artificial Intelligence and ChatGPT: The Growing Importance of Human AI-Experts,Artificial Intelligence Ethics
10.1109/SEEDA-CECNSM63478.2024.00026,Redefining the Concept of Literacy: a DigCompEdu extension for Critical Engagement with AI tools,Artificial Intelligence Literacy
10.1109/ISML60050.2024.11007383,Silent Conversations: A Deep Dive into using CNN and ChatGPT for deriving meaning from Language Gestures,Machine Learning
10.1109/VISSOFT60811.2023.00014,Visualizing Source Code as Comics Using Generative AI,Human-Computer Interaction
10.1109/ITQMTIS58985.2023.10346594,Application of Artificial Intelligence Technology in Teaching English Language to Engineering Bachelors,Educational Technology
10.1109/AINIT61980.2024.10581765,Enhancing Sentence Representation with a Transfer Task Enhancement Auxiliary Network,Natural Language Processing
10.1109/FIE61694.2024.10892948,Leveraging Large Language Models to Automatically Investigate Core Tasks Within Undergraduate Engineering Work-Integrated Learning Experiences,Natural Language Processing
10.1109/VL/HCC60511.2024.00046,FlowPilot: A Generative AI-Driven Visual Language for Computational Thinking Education,Computational Thinking Education
10.1109/ICEAAI64185.2025.10957038,An Empirical Study on Large Language Models for Aerospace Question Answering,Natural Language Processing
10.1109/CVPRW63382.2024.00644,AIGC Image Quality Assessment via Image-Prompt Correspondence,Machine Learning
10.1109/ICAICCIT60255.2023.10465950,Comprehensive Study on ChatGPT Sentiment Analysis and Visualization,Natural Language Processing
10.1109/CSCE60160.2023.00421,Assessment of ChatGPT's Proficiency in Software Development,Software Engineering
10.1109/RE59067.2024.00051,Rethinking Legal Compliance Automation: Opportunities with Large Language Models,Software Engineering
10.1109/IDICAIEI61867.2024.10842863,Interactive Coding Platform with Code Summarizer,Introductory Programming
10.1109/SCAM63643.2024.00031,GitRev: An LLM-Based Gamification Framework for Modern Code Review Activities,Software Engineering
10.1109/ICITDA64560.2024.10810102,Automatic Multiple Choice Question Generation: A Systematic Literature Review,Natural Language Processing
10.1109/ICHCI63580.2024.10808018,Research on WeChat Question and Answer Applet Based on “Big Language Model”,Artificial Intelligence
10.1109/TNNLS.2025.3530988,"Machine Unlearning: Taxonomy, Metrics, Applications, Challenges, and Prospects",Machine Learning
10.1109/CSCI62032.2023.00293,Implementing AI in Physics Lessons in the High School,Educational Technology
10.1109/SANER64311.2025.00009,Beyond pip Install: Evaluating LLM Agents for the Automated Installation of Python Projects,Software Engineering
10.1109/ICDSCA63855.2024.10859640,3D X-ray Image Reconstruction Based on Collaborative Neural Radiance Field and Ensemble Learning,Computer Vision
10.1109/InCIT63192.2024.10810553,Building Intelligent Academic Service Agents: FAQ Extraction and Chatbots With Large Language Models,Natural Language Processing
10.1109/ICST62969.2025.10989036,Impact of Large Language Models of Code on Fault Localization,Software Engineering
10.1109/TVCG.2025.3549574,X's Day: Personality-Driven Virtual Human Behavior Generation,Human-Computer Interaction
10.1109/IRI62200.2024.00060,Applying Cluster Hypothesis to the Next Release Problem,Software Engineering
10.1109/ACCESS.2025.3545419,The Summarization of Italian Tax-Law Decisions: The Case of the PRODIGIT Project,Natural Language Processing
10.1109/ICSA-C65153.2025.00030,Automated Microservice Pattern Instance Detection Using Infrastructure-as-Code Artifacts and Large Language Models,Software Engineering
10.1109/ICIMCIS63449.2024.10956736,Systematic Literature Review and Bibliometric Analysis on Ethical Policies for Generative Artificial Intelligence (GAI) in Higher Education Institutions (HEIs),Ethics in Technology
10.1109/ICBDA61153.2024.10607286,Web3.0 Generative Art- A Co-Creation System in Environmental Sustainability Concept Form,Emerging Technologies in Computer Science
10.1109/EDUNINE60625.2024.10500608,Generative Artificial Intelligence Impact on Education and Industry: An Ethical Dimension,Ethics in Technology
10.1109/iCAST57874.2023.10359304,Using Large Language Models for Bug Localization and Fixing,Software Engineering
10.1109/SCES61914.2024.10652301,Optimizing Drone Construction: Topology Optimization and Generative Design,Computer-Aided Design
10.1109/ACCESS.2024.3355547,A Comprehensive Survey: Evaluating the Efficiency of Artificial Intelligence and Machine Learning Techniques on Cyber Security Solutions,Computer Security
10.23919/JCC.fa.2023-0359.202310,AIGC scenario analysis and research on technology roadmap of Internet industry application,Artificial Intelligence in Education
10.1109/CLEI60451.2023.10345786,The JavaScript Package Selection Task: A Comparative Experiment Using ChatGPT,Web Development
10.1109/TFUZZ.2025.3566145,Progressively Generated Text-Assisted Image Aesthetic Quality Assessment,Machine Learning
10.1109/TNNLS.2025.3569156,Training a Dynamic Growing Mixture Model for Lifelong Learning,Machine Learning
10.1109/ICESC60852.2024.10689798,Understanding the Ethical Implications of Generative AI: A Multi-Disciplinary Perspective,Ethics in Technology
10.1109/ACCESS.2025.3574779,"Generative AI Meets Virtual Reality: A Comprehensive Survey on Applications, Challenges, and Future Direction",Human-Computer Interaction
10.1109/ICECT61618.2024.10581306,Beyond Agile: NLP-Driven Quality Attributes Retrieval Using ChatGPT in Software Development Strategies,Software Engineering
10.1109/TCSS.2025.3565414,Differentiable Prior-Driven Data Augmentation for Sensor-Based Human Activity Recognition,Machine Learning
10.1109/ICCIAA65327.2025.11013092,A Survey on Some Artificial Intelligence Learning Tools at the University of Petra,Educational Technology
10.1109/EIECS59936.2023.10435553,Domain Knowledge Enhanced BERT for Chinese Named Entity Recognition,Natural Language Processing
10.1109/ITHET61869.2024.10837679,The Significance of GenAI Empowered ERP Systems Course Teaching in Quality Education,Enterprise Resource Planning Systems
10.1109/ICCA62237.2024.10928044,Fine-Tuning GPT-4o-Mini for Programming Questions Generation,Introductory Programming
10.1109/IC3I59117.2023.10397753,Analyse and Evaluate Quixbugs with Open AI Codex and Powering Next Generation Application,Introductory Programming
10.1109/RAAI64504.2024.10949557,Towards Responsible and Ethical AI Chatbot in Education: A Guideline for Developers,Ethics in AI
10.1109/ICI2ST62251.2023.00014,A Topic Modeling Approach to Analyze Teaching Innovation Projects,Data Mining
10.1049/icp.2025.0781,Advancements in deep learning: from theory to application using natural language processing,Natural Language Processing
10.1109/BigData62323.2024.10825682,Explainable Multi-Label Classification Framework for Behavioral Health Based on Domain Concepts,Machine Learning
10.1109/ICCUBEA61740.2024.10775064,Resume Parsing and Skill Extraction using Custom Pattern Matching algorithm and Gemini API,Natural Language Processing
10.1109/ICAICCIT64383.2024.10912174,Design based Retrieval Augmented Generation Oriented Education Chatbot: Edubot,Natural Language Processing
10.1109/CSEET62301.2024.10663002,A Method and Software to Create SCORM Units for Computer Science Courses,Educational Technology in Computer Science
10.1109/MILCOM58377.2023.10356369,Demoing the RFRL Gym: A Reinforcement Learning Testbed for Wireless Communications,Wireless Communications and Reinforcement Learning
10.1002/9781394200801.ch16,Conversational AI,Natural Language Processing
10.1109/IV60283.2023.00032,Workload Evaluation to Create Data Visualization Using ChatGPT,Human-Computer Interaction
10.1109/ACCESS.2024.3449252,VSEST 29110 Tool: Using ChatGPT to Evaluate the Implementation of the ISO/IEC 29110 Work Products,Software Engineering
10.1109/FIE61694.2024.10893453,Enhancing Learning Objects Accessibility Through Speech-To-Text Based Architecture: A Comprehensive Triangulation Study,Human-Computer Interaction
10.1109/MCG.2025.3570722,Ethical Considerations and Implications of Generative AI in Computer Graphics,Computer Graphics Ethics
10.1109/SACI58269.2023.10158670,How we can use text classification in the Back-Office environment of a bank as ‘business as usual’ solution,Natural Language Processing
10.1109/ICET62460.2024.10868958,A Narrative Review of Utilizing Generative Artificial Intelligence in Classroom Instructions,Educational Technology
10.1109/TCSS.2024.3442238,Multitask Asynchronous Metalearning for Few-Shot Anomalous Node Detection in Dynamic Networks,Machine Learning
10.1109/ICAIQSA64000.2024.10882421,Generative AI-Driven Chatbot for Personalized University Information and Assistance,Human-Computer Interaction
10.1109/ACCESS.2024.3446854,Toward Robust Evaluation: A Comprehensive Taxonomy of Datasets and Metrics for Open Domain Question Answering in the Era of Large Language Models,Natural Language Processing
10.1109/SC41406.2024.00076,Revisiting Computation for Research: Practices and Trends,High-Performance Computing
10.1109/ICIS57766.2023.10210230,Education Reform of Software Engineering in the Age of A.I: Keynote Address,Software Engineering
10.1109/TEVC.2025.3568053,Toward Automated Algorithm Design: A Survey and Practical Guide to Meta-Black-Box-Optimization,Machine Learning
10.1109/SIEDS58326.2023.10137767,Distinguishing Human-Written and ChatGPT-Generated Text Using Machine Learning,Machine Learning
10.1109/RMKMATE59243.2023.10369130,Enhancing Soft Skill Development with ChatGPT and VR: An Exploratory Study,Human-Computer Interaction
