doi,title,relevance,category,explanation
10.1145/3689783,QuAC: Quick Attribute-Centric Type Inference for Python,NOT_RELEVANT,,[N/A]
10.1145/3686852.3687066,Beyond the Code: The Role of Non-Traditional Sectors in Shaping Generative AI Innovations and Transforming Global Industries,NOT_RELEVANT,,[N/A]
10.1145/3544549.3574172,DOIT: The Design of Interactive Things. Selected methods for quickly and effectively designing interactive systems from the user’s perspective,NOT_RELEVANT,,[N/A]
10.1145/3640471.3680462,mobiCHAI - 1st International Workshop on Mobile Cognition-Altering Technologies (CAT) using Human-Centered AI,NOT_RELEVANT,,[N/A]
10.1145/3626641.3626926,Mutual Information for Learning Context Representation on RNN-Attention Based Models in Open Domain Generative Chatbot,NOT_RELEVANT,,[N/A]
10.1145/3588432.3591492,Bidirectional GaitNet: A Bidirectional Prediction Model of Human Gait and Anatomical Conditions,NOT_RELEVANT,,[N/A]
10.1145/3544548.3581408,AutomataStage: an AR-mediated Creativity Support Tool for Hands-on Multidisciplinary Learning,NOT_RELEVANT,,[N/A]
10.1145/3615522.3615557,Naturality: A Natural Reflection of Chinese Calligraphy,NOT_RELEVANT,,[N/A]
10.1145/3485447.3512067,Outlier Detection for Streaming Task Assignment in Crowdsourcing,NOT_RELEVANT,,[N/A]
10.1145/3543507.3583286,Contrastive Collaborative Filtering for Cold-Start Item Recommendation,NOT_RELEVANT,,[N/A]
10.1145/3575828.3575834,Research and Analysis of Knee Joint Prosthesis Design Based on 3D Simulation Technology Based on Computer Method,NOT_RELEVANT,,[N/A]
10.1145/3641554.3701844,"Integrating Small Language Models with Retrieval-Augmented Generation in Computing Education: Key Takeaways, Setup, and Practical Insights",RELEVANT,lower-computing,[CS1 course]
10.1145/3641554.3701829,Iterative Design of a Teaching Assistant Training Program in Computer Science Using the Agile Method,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720282,"""I Would Never Trust Anything Western"": Kumu (Educator) Perspectives on Use of LLMs for Culturally Revitalizing CS Education in Hawaiian Schools",NOT_RELEVANT,,[N/A]
10.1145/3722228,Design Principles for Authentically Embedding Computer Science in Sports,NOT_RELEVANT,,[N/A]
10.1145/3717383.3721236,Seventh Workshop on Emerging Software Engineering Education(WESEE 2025),RELEVANT,upper-computing,Software Engineering
10.1145/3641555.3705277,Using LLMs to Detect the Presence of Learning Outcomes in Submitted Work Within Computing Ethics Courses,RELEVANT,upper-computing,Computing Ethics
10.1145/3641555.3705236,RAFIKI: Leveraging Large Language Models to Increase AP Computer Science A Enrollment among Disadvantaged High School Females,RELEVANT,lower-computing,AP Computer Science A
10.1145/3641554.3701946,"Investigating the Capabilities of Generative AI in Solving Data Structures, Algorithms, and Computability Problems",RELEVANT,upper-computing,"Data Structures, Algorithms, and Computability"
10.1145/3641555.3705125,"An LLM-Based Framework for Simulating, Classifying, and Correcting Students' Programming Knowledge with the SOLO Taxonomy",RELEVANT,lower-computing,Introduction to Programming
10.1145/3736407,CodeUltraFeedback: An LLM-as-a-Judge Dataset for Aligning Large Language Models to Coding Preferences,NOT_RELEVANT,,[N/A]
10.1145/3641555.3705215,LLM-KCI: Leveraging Large Language Models to Identify Programming Knowledge Components,RELEVANT,lower-computing,Programming Assignments
10.1145/3641554.3701858,Can GPT Help? Supporting Teachers to Brainstorm Customized Instructional Scratch Projects,RELEVANT,lower-computing,Introduction to Computer Science
10.1145/3641555.3705132,Assessing the Influence of ChatGPT on Student Outcomes in a Models of Computing Course,RELEVANT,upper-computing,Models of Computing
10.1145/3723010.3723021,Evaluation of a Node-based Automatic Short Answer Tool “NodeGrade”,RELEVANT,upper-computing,Software Engineering
10.1145/3641555.3705064,Evolution of Students' Attitudes Towards the Use of Generative AI Tools in a CS1 Course: Implications for Instructors,RELEVANT,lower-computing,Introduction to Computer Science
10.1145/3641555.3705178,"Experiences Teaching A Course On Algorithms, Ethics, and Society",RELEVANT,upper-computing,"Algorithms, Ethics, and Society"
10.1145/3708394.3708437,English Composition Image Automatic Scoring Based on Multi-modal Large Language Models,NOT_RELEVANT,,[N/A]
10.1145/3641554.3701957,ASCI: AI-Smart Classroom Initiative,RELEVANT,upper-computing,Computer Science Courses
10.1145/3641555.3705235,Quack! Configuring Large Language Models to Serve as Rubber Duck Coding Assistants,RELEVANT,lower-computing,Introductory Programming
10.1145/3641554.3701867,Bridging Novice Programmers and LLMs with Interactivity,RELEVANT,lower-computing,Introductory Programming
10.1145/3641554.3701953,Enhancing University Curricula with Integrated AI Ethics Education: A Comprehensive Approach,NOT_RELEVANT,,[N/A]
10.1145/3706890.3707043,React Agent-Based Question Answering Method for Biology in National College Entrance Examination,NOT_RELEVANT,,[N/A]
10.1145/3715669.3725868,Design of An Eye-Tracking Study Towards Assessing the Impact of Generative AI Use on Code Summarization,RELEVANT,upper-computing,[software engineering]
10.1145/3641555.3705266,The Evolving Usage of GenAI by Computing Students,RELEVANT,,[computing education]
10.1145/3672608.3707736,Assessing the Real-World Impact of Disagreement Between Human Graders and LLMs,RELEVANT,upper-computing,[computer science courses]
10.1145/3704739,A Metric-Based Detection System for Large Language Model Texts,NOT_RELEVANT,,[not specified]
10.1145/3641555.3704769,Modernizing the CS Introductory Sequence with Parallel and Distributed Computing (and some AI),RELEVANT,lower-computing,[introductory computing courses]
10.1145/3641555.3705189,Generating AI Literacy MCQs: A Multi-Agent LLM Approach,NOT_RELEVANT,,12 education]
10.1145/3705734,Unraveling the Impact of ChatGPT as a Knowledge Anchor in Business Education,NOT_RELEVANT,,[business education]
10.1145/3641555.3705076,Early Adoption of Custom Generative AI Bots in Online Forums for CS Courses,RELEVANT,lower-computing,year computer science courses]
10.1145/3709025.3712220,If You Give an LLM a Legal Practice Guide,NOT_RELEVANT,,[legal education]
10.1145/3677389.3702596,JCDL 2024 Workshop: Generative AI for Resource Discovery in Libraries,NOT_RELEVANT,,[library science]
10.1145/3702386.3702388,Comparative Analysis of GPT-4o and GPT-4.0 in Business Ethics Role-Play Simulations,NOT_RELEVANT,,[business ethics]
10.1145/3641555.3705208,Investigating Autograder Usage in the Post- Pandemic and LLM Era,RELEVANT,upper-computing,heavy courses]
10.1145/3680256.3721324,Retrieval Augmented Generation Fine-Tuned LLM Model for Code Recommendations to Mitigate Lock Contention,NOT_RELEVANT,,[software development]
10.1145/3641555.3705237,Raising the Bar: Automating Consistent and Equitable Student Support with LLMs,RELEVANT,,[not specified]
10.1145/3706599.3719287,Boosting Diary Study Outcomes with a Fine-Tuned Large Language Model,NOT_RELEVANT,,[HCI education]
10.1145/3641555.3705171,Empowering CS1 Educators: Enhancing Automated Feedback Instruction with Cognitive Load Theory,RELEVANT,lower-computing,[CS1 courses]
10.1145/3641555.3705212,Leveraging LLM for Detecting and Explaining LLM-generated Code in Python Programming Courses,RELEVANT,lower-computing,[introductory Python programming course]
10.1145/3706599.3720278,Prompt it Colorful with Rainbow Bot: Enhancing Video-Based Collaborative Learning by using a Multi-Party AI-Driven Chatbot,NOT_RELEVANT,,[collaborative learning]
10.1145/3641555.3705278,Using Peer Tutoring to Bolster Retention Rates and Student Performance in CS1 Courses,RELEVANT,lower-computing,[CS1 courses]
10.1145/3641555.3705040,LLM+RAG Driven Topic Modeling,RELEVANT,,[not specified]
10.1145/3641555.3705044,Optimizing Prompt Engineering for Automated Text Summarization of Student Reflections: A Comparative Study Using GPT-4 LLM,NOT_RELEVANT,,[N/A]
10.1145/3705300,Distinguishing LLM-Generated from Human-Written Code by Contrastive Learning,NOT_RELEVANT,,[N/A]
10.1145/3708359.3712156,CLEAR: Towards Contextual LLM-Empowered Privacy Policy Analysis and Risk Generation for Large Language Model Applications,NOT_RELEVANT,,[N/A]
10.1145/3712301,Matching GPT-simulated Populations with Real Ones in Psychological Studies—The Case of the EPQR-A Personality Test,NOT_RELEVANT,,[N/A]
10.1145/3641555.3705245,Scaling Academic Decision-Making with NLP: Automating Transfer Credit Evaluations,NOT_RELEVANT,,[N/A]
10.1145/3732784,TencentLLMEval: A Hierarchical Evaluation of Real-World Capabilities for Human-Aligned LLMs,NOT_RELEVANT,,[N/A]
10.1145/3641555.3705025,Edugator: An AI-enabled Tool for Creating and Delivering Interactive Computing Content,RELEVANT,lower-computing,[introductory computing courses]
10.1145/3641555.3705141,ChatGPT Comes to Campus: Unveiling Core Themes in AI Policies Across U.S. Universities with Large Language Models,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720240,Improving User Engagement and Learning Outcomes in LLM-Based Python Tutor: A Study of PACE,RELEVANT,lower-computing,[Python programming]
10.1145/3641555.3705281,What Gets Them Talking? Identifying Catalysts for Student Engagement Within a Computing Ethics Course,NOT_RELEVANT,,[N/A]
10.1145/3641554.3701960,Case Study 2: Mapping between an E-Voting Curriculum and the DHS/NSA CAE Knowledge Units,NOT_RELEVANT,,[N/A]
10.1145/3676536.3699507,Are LLMs Any Good for High-Level Synthesis?,NOT_RELEVANT,,[N/A]
10.1145/3709025.3712219,A Reasoning-Focused Legal Retrieval Benchmark,NOT_RELEVANT,,[N/A]
10.1145/3723010.3723036,Towards a Semantic Representation of Framework Recommendations for Curricular Specifications in Higher Education,NOT_RELEVANT,,[N/A]
10.1145/3641555.3705180,Exploring ChatGPT as a Qualitative Research Assistant,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713582,Promoting Cognitive Health in Elder Care with Large Language Model-Powered Socially Assistive Robots,NOT_RELEVANT,,[N/A]
10.1145/3689050.3704429,Stage Wizard: Enhancing Tangible Storytelling with Multimodal LLMs,NOT_RELEVANT,,[N/A]
10.1145/3705754.3705758,Empowering Multimodal Large Language Models for Solving Cognitive Puzzles,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720081,Aptly: Making Mobile Apps from Natural Language,RELEVANT,lower-computing,[mobile app development for young learners]
10.1145/3641554.3701942,Detecting AI-Generated Pseudocode in High School Online Programming Courses Using an Explainable Approach,RELEVANT,lower-computing,[online programming foundations course]
10.1145/3696410.3714768,SymAgent: A Neural-Symbolic Self-Learning Agent Framework for Complex Reasoning over Knowledge Graphs,NOT_RELEVANT,,[N/A]
10.1145/3696410.3714858,"A LLM-based Controllable, Scalable, Human-Involved User Simulator Framework for Conversational Recommender Systems",NOT_RELEVANT,,[N/A]
10.1145/3708557.3716146,Evaluation Workflows for Large Language Models (LLMs) that Integrate Domain Expertise for Complex Knowledge Tasks,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713275,Characterizing LLM-Empowered Personalized Story Reading and Interaction for Children: Insights From Multi-Stakeholder Perspectives,NOT_RELEVANT,,[N/A]
10.1145/3731445,A Systematic Survey of Text Summarization: From Statistical Methods to Large Language Models,NOT_RELEVANT,,[N/A]
10.1145/3641555.3705144,"Coding Pathfinder: A Platform for Creative, Self-Guided Mastery in Programming",RELEVANT,lower-computing,[informal coding education]
10.1145/3706598.3714054,TeachTune: Reviewing Pedagogical Agents Against Diverse Student Profiles with Simulated Students,NOT_RELEVANT,,[N/A]
10.1145/3727877,Challenges and Experiences in Data Integration to Support Research on Nonprofit Organizations,NOT_RELEVANT,,[N/A]
10.1145/3729605.3729648,NexaNota: An AI-Powered Smart Linked Lecture Note-Taking System Leveraging Large Language Models,RELEVANT,upper-computing,taking system]
10.1145/3641555.3704754,Integrating Data Science for Social Justice: A Tutorial on Developing Non-Traditional Pathways for Non-CS Majors,RELEVANT,lower-computing,CS majors]
10.1145/3641555.3705175,Evaluating GenAI's Effectiveness for Students with Varied Programming Backgrounds in a Software Development Course,RELEVANT,upper-computing,[software development course]
10.1145/3729219,Privacy Preserving Prompt Engineering: A Survey,NOT_RELEVANT,,[N/A]
10.1145/3706598.3714146,Exploring Multimodal Generative AI for Education through Co-design Workshops with Students,RELEVANT,,[N/A]
10.1145/3704137.3704182,Metrics of Success: Evaluating User Satisfaction in AI Chatbots,NOT_RELEVANT,,[N/A]
10.1145/3716895.3716958,Civil Aviation Legal Retrieval and Analysis Based on RAG,NOT_RELEVANT,,[N/A]
10.1145/3711000,'I'm Categorizing LLM as a Productivity Tool': Examining Ethics of LLM Use in HCI Research Practices,NOT_RELEVANT,,[N/A]
10.1145/3641555.3704762,Creating in-IDE Programming Courses,RELEVANT,lower-computing,[programming courses]
10.1145/3641554.3701823,Analysis of Generative AI Policies in Computing Course Syllabi,RELEVANT,,[N/A]
10.1145/3641555.3705037,Infinite Story,RELEVANT,lower-computing,[intro CS]
10.1145/3696673.3723069,Integrating Prompt Structures Using LLM Embeddings for Cybersecurity Threats,RELEVANT,upper-computing,[cybersecurity training]
10.1145/3641555.3705031,"Exploring Undergraduate AI Perceptions: Knowledge, Enthusiasm, and Concerns",RELEVANT,,[not specified]
10.1145/3672608.3707798,Supporting Software Engineers in IT Security and Privacy through Automated Knowledge Discovery,NOT_RELEVANT,upper-computing,[software engineering]
10.1145/3702386.3702391,Investigating AI-Integrated Ecological Civilization Education: Opportunities and Challenges in a Qualitative Study,RELEVANT,,[ecological civilization education]
10.1145/3708557.3716159,Adaptive XAI: Advancing Intelligent Interfaces for Tailored AI Explanations (2nd Edition),NOT_RELEVANT,,[not specified]
10.1145/3706598.3713589,TutorUp: What If Your Students Were Simulated? Training Tutors to Address Engagement Challenges in Online Learning,NOT_RELEVANT,,[not specified]
10.1145/3713081.3731745,On Benchmarking Code LLMs for Android Malware Analysis,NOT_RELEVANT,upper-computing,[malware analysis]
10.1145/3711012,Improving Emotional Support Delivery in Text-Based Community Safety Reporting Using Large Language Models,NOT_RELEVANT,,[not specified]
10.1145/3711857,Efficient and Effective Role Player: A Compact Knowledge-grounded Persona-based Dialogue Model Enhanced by LLM Distillation,NOT_RELEVANT,,[not specified]
10.1145/3706599.3720099,Privacy Meets Explainability: Managing Confidential Data and Transparency Policies in LLM-Empowered Science,NOT_RELEVANT,,[not specified]
10.1145/3641555.3705263,The AI-Enhanced Software Engineer: A Snapshot of the Profession,NOT_RELEVANT,upper-computing,[software engineering]
10.1145/3641555.3705242,Scaffolding Collaborative Software Design with Serious Games,NOT_RELEVANT,upper-computing,[software design]
10.1145/3696410.3714889,WebCode2M: A Real-World Dataset for Code Generation from Webpage Designs,NOT_RELEVANT,,[not specified]
10.1145/3641555.3705038,Leveraging Generative AI for Personalized Learning Experiences,RELEVANT,,[not specified]
10.1145/3706599.3706732,Resisting AI Solutionism: Where Do We Go From Here?,NOT_RELEVANT,,[not specified]
10.1145/3701716.3715599,FMDLlama: Financial Misinformation Detection Based on Large Language Models,NOT_RELEVANT,,[not specified]
10.1145/3641555.3705241,SAFARI-P: Swahili-Focused Adaptive Framework for Accelerated Reinforcement in Intelligent Python Education,RELEVANT,lower-computing,[Python programming]
10.1145/3732285,Policy-Space Diffusion for Physics-Based Character Animation,NOT_RELEVANT,,[not specified]
10.1145/3706598.3713724,What Social Media Use Do People Regret? An Analysis of 34K Smartphone Screenshots with Multimodal LLM,NOT_RELEVANT,,[not specified]
10.1145/3706598.3714121,"""I'd Never Actually Realized How Big An Impact It Had Until Now"": Perspectives of University Students with Disabilities on Generative Artificial Intelligence",RELEVANT,,[not specified]
10.1145/3706598.3713109,Exploring LLM-Powered Role and Action-Switching Pedagogical Agents for History Education in Virtual Reality,NOT_RELEVANT,,[not specified]
10.1145/3706598.3714111,LitLinker: Supporting the Ideation of Interdisciplinary Contexts with Large Language Models for Teaching Literature in Elementary Schools,NOT_RELEVANT,,[N/A]
10.1145/3708359.3712125,Mental Models of Generative AI Chatbot Ecosystems,NOT_RELEVANT,,[N/A]
10.1145/3701716.3715467,Evaluating Llama 3 for Text Simplification: A Study on Wikipedia Lead Sections,NOT_RELEVANT,,[N/A]
10.1145/3676536.3676766,ConSmax: Hardware-Friendly Alternative Softmax with Learnable Parameters,NOT_RELEVANT,,[N/A]
10.1145/3706599.3719708,GPTFootprint: Increasing Consumer Awareness of the Environmental Impacts of LLMs,NOT_RELEVANT,,[N/A]
10.1145/3724393,JailGuard: A Universal Detection Framework for Prompt-based Attacks on LLM Systems,NOT_RELEVANT,,[N/A]
10.1145/3706468.3706501,Exploring Knowledge Tracing in Tutor-Student Dialogues using LLMs,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713456,Exploring the Impact of Avatar Representations in AI Chatbot Tutors on Learning Experiences,NOT_RELEVANT,,[N/A]
10.1145/3710947,Collecting Qualitative Data at Scale with Large Language Models: A Case Study,NOT_RELEVANT,,[N/A]
10.1145/3698204.3716446,Search+Chat: Integrating Search and GenAI to Support Users with Learning-oriented Search Tasks,NOT_RELEVANT,,[N/A]
10.1145/3723420.3723428,Application analysis of generative artificial intelligence in basic education,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720266,PolicyPulse: LLM-Synthesis Tool for Policy Researchers,NOT_RELEVANT,,[N/A]
10.1145/3736408,Exploring Fine-Grained Bug Report Categorization with Large Language Models and Prompt Engineering: An Empirical Study,NOT_RELEVANT,,[N/A]
10.1145/3711403.3711410,Behavioral Analysis of Classroom Interactions Supported by Generative Artificial Intelligence,NOT_RELEVANT,,[N/A]
10.1145/3735635,Do Current Language Models Support Code Intelligence for R Programming Language?,NOT_RELEVANT,,[N/A]
10.1145/3711403.3711428,Digital Human Techniques for Education Reform,NOT_RELEVANT,,[N/A]
10.1145/3708036.3708151,Analysis and Research on Generative Artificial Intelligence in the Field of International Library and Information Science,NOT_RELEVANT,,[N/A]
10.1145/3708557.3716358,Interactive Visualization of LSST Quantum Graph,NOT_RELEVANT,,[N/A]
10.1145/3706598.3714322,"Initiating the Global AI Dialogues: Laypeople Perspectives on the Future Role of genAI in Society from Nigeria, Germany and Japan",NOT_RELEVANT,,[N/A]
10.1145/3706599.3719787,Museum in the Classroom: Engaging Students with Augmented Reality Museum Artifacts and Generative AI,NOT_RELEVANT,,[N/A]
10.1145/3736720,Indic-ST: A Large-Scale Multilingual Corpus for Low-Resource Speech-to-Text Translation,NOT_RELEVANT,,[N/A]
10.1145/3708359.3712149,Simulating Cooperative Prosocial Behavior with Multi-Agent LLMs: Evidence and Mechanisms for AI Agents to Inform Policy Decisions,NOT_RELEVANT,,[N/A]
10.1145/3706599.3719841,Generative AI Tools in Higher Education: A Meta-Analysis of Cognitive Impact,RELEVANT,,[N/A]
10.1145/3700794.3700817,"Near Feasibility, Distant Practicality: Empirical Analysis of Deploying and Using LLMs on Resource-Constrained Smartphones",NOT_RELEVANT,,[N/A]
10.1145/3729605.3729620,Deep Learning Based Knowledge Tracing: A Review of the Literature,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713283,OSINT Clinic: Co-designing AI-Augmented Collaborative OSINT Investigations for Vulnerability Assessment,RELEVANT,upper-computing,[OSINT Clinic]
10.1145/3724504.3724537,Generation and Evaluation of International Chinese Teaching Resources by Generative Artificial Intelligence,NOT_RELEVANT,,[N/A]
10.1145/3711403.3711435,A Review of the Role and Impact of Generative Artificial Intelligence on Education,NOT_RELEVANT,,[N/A]
10.1145/3706598.3714051,PromptHive: Bringing Subject Matter Experts Back to the Forefront with Collaborative Prompt Engineering for Educational Content Creation,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713853,Breaking Barriers or Building Dependency? Exploring Team-LLM Collaboration in AI-infused Classroom Debate,RELEVANT,,[Design History]
10.1145/3711026,Making ChatGPT Work for Me,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713233,Catalyst for Creativity or a Hollow Trend?: A Cross-Level Perspective on The Role of Generative AI in Design,NOT_RELEVANT,,[N/A]
10.1145/3701551.3705708,Disinformation and Misinformation in the Age of Generative AI,NOT_RELEVANT,,[N/A]
10.1145/3716554.3716575,Using ChatGPT for developing and simulating a circuit in VHDL,RELEVANT,upper-computing,[VHDL Development]
10.1145/3706599.3719878,"""Hello, Mr Tree"": Toying with Playful Conversational AI in the Early Years",NOT_RELEVANT,,[N/A]
10.1145/3702163.3702409,"User Study on the Trustworthiness, Usability and Explainability of Intent-based and Large Language Model-based Career Planning Conversational Agents",NOT_RELEVANT,,[N/A]
10.1145/3742939.3742941,It Is Time to Care for Ada!,NOT_RELEVANT,,[N/A]
10.1145/3702163.3702185,Heutagogical Learning and the Use of ChatGPT in the pre-professional practice of university students,RELEVANT,upper-computing,[Educational Sciences in Mathematics and Computer Science]
10.1145/3708557.3716158,HAI-GEN 2025: 6th Workshop on Human-AI Co-Creation with Generative Models,NOT_RELEVANT,,[N/A]
10.1145/3701551.3703563,Improving FIM Code Completions via Context &amp; Curriculum Based Learning,RELEVANT,upper-computing,[Code Completion]
10.1145/3702163.3702179,Beyond the Textbook: A Study of ChatGPT Patterns of Use Perceptions and Experiences Among Students in Higher Education,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713748,DBox: Scaffolding Algorithmic Programming Learning through Learner-LLM Co-Decomposition,RELEVANT,upper-computing,[algorithmic programming]
10.1145/3711403.3711436,Generative Artificial Intelligence Enables Multiple Learning Environments and Implementation Paths,NOT_RELEVANT,,[N/A]
10.1145/3713081.3732931,Patch the Leak: Strengthening CodeLLMs Against Privacy Extraction Threats,NOT_RELEVANT,,[N/A]
10.1145/3716167,Towards Reliable Evaluation of Neural Program Repair with Natural Robustness Testing,NOT_RELEVANT,,[N/A]
10.1145/3710953,Customizing Generated Signs and Voices of AI Avatars: Deaf-Centric Mixed-Reality Design for Deaf-Hearing Communication,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720120,Generative AI in Virtual Reality Communities: A Preliminary Analysis of the VRChat Discord Community,NOT_RELEVANT,,[N/A]
10.1145/3710911,From Data Activism to Activism in a Time of Data-Centrism: Affirming Epistemological Heterogeneity in Social Movements,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720244,Can LLMs be used to Quantify the Emotional Salience of Text Statements using an Elo Rating System?,NOT_RELEVANT,,[N/A]
10.1145/3708359.3712080,FretMate: ChatGPT-Powered Adaptive Guitar Learning Assistant,NOT_RELEVANT,,[N/A]
10.1145/3706599.3719736,Empowering Social Service with AI: Insights from a Participatory Design Study with Practitioners,NOT_RELEVANT,,[N/A]
10.1145/3706599.3720032,"""We need to avail ourselves of [GenAI] to enhance knowledge distribution"": Empowering Older Adults through GenAI Literacy",NOT_RELEVANT,,[N/A]
10.1145/3711403.3711457,The Application of Generative Artificial Intelligence in the Teaching of Engineering Courses in Chinese Universities,NOT_RELEVANT,,[N/A]
10.1145/3706599.3719728,"""Ask Sir Oliver Ingham"": LLM-based Social Simulations for History Education",NOT_RELEVANT,,[N/A]
10.1145/3706598.3713393,Examining Student and Teacher Perspectives on Undisclosed Use of Generative AI in Academic Work,NOT_RELEVANT,,[N/A]
10.1613/jair.1.17403,Generative Curricula for Multi-Agent Path Finding via Unsupervised and Reinforcement Learning,NOT_RELEVANT,,[N/A]
10.1145/3731756,What Should We Engineer in Prompts? Training Humans in Requirement-Driven LLM Use,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713510,"""Ethics is not neutral"": Understanding Ethical and Responsible AI Design from the Lenses of Black Youth",NOT_RELEVANT,,[N/A]
10.1145/3708394.3708455,Research on the Cultivation of Teacher Candidates from the Perspective of AI Empowerment with Sentiment analysis,NOT_RELEVANT,,[N/A]
10.1145/3701198,Generative Co-Learners: Enhancing Cognitive and Social Presence of Students in Asynchronous Learning with Generative AI,RELEVANT,lower-computing,[online programming tutorials]
10.1145/3672608.3707992,Generative AI in Rural High Schools: Challenges and Opportunities,NOT_RELEVANT,lower-computing,[N/A]
10.1145/3721846,Exploring Generative AI’s Impact on Research: Perspectives from Senior Scholars in Management Information Systems,NOT_RELEVANT,,[N/A]
10.1145/3706599.3706713,"New Frontiers of Human-centered Explainable AI (HCXAI): Participatory Civic AI, Benchmarking LLMs, XAI Hallucinations, and Responsible AI Audits",NOT_RELEVANT,,[N/A]
10.1145/3706599.3719957,"An Explorative Diary Study of AI-Generated Podcasts in University Education: Benefits, Challenges, and Future Directions",NOT_RELEVANT,,[N/A]
10.1145/3706598.3713574,Ethics Reflexivity Canvas: Resourcing Ethical Sensitivity for HCI Educators,NOT_RELEVANT,,[N/A]
10.1145/3706468.3706559,Turning Real-Time Analytics into Adaptive Scaffolds for Self-Regulated Learning Using Generative Artificial Intelligence,NOT_RELEVANT,,[N/A]
10.1145/3708359.3712131,How Dynamic vs. Static Presentation Shapes User Perception and Emotional Connection to Text-Based AI,NOT_RELEVANT,,[N/A]
10.1145/3706468.3706474,Scaling Up Collaborative Dialogue Analysis: An AI-driven Approach to Understanding Dialogue Patterns in Computational Thinking Education,RELEVANT,lower-computing,[Computational Thinking]
10.1145/3723498.3723817,"Routine, Twisty, and Queer: Pasts and Futures of Games Programming Pedagogy with No and Low Code Tools",NOT_RELEVANT,,[N/A]
10.1145/3672608.3707842,Unlearn and Protect: Selective Identity Removal in Diffusion Models for Privacy Preservation,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713804,Generative AI and News Consumption: Design Fictions and Critical Analysis,NOT_RELEVANT,,[N/A]
10.1145/3706598.3713634,The Sky is the Limit: Understanding How Generative AI can Enhance Screen Reader Users' Experience with Productivity Applications,NOT_RELEVANT,,[N/A]
10.1145/3706599.3719971,When AI Tells Their Story: Researchers’ Reactions to AI-Generated Podcasts as a Tool for Communicating Research,NOT_RELEVANT,,[N/A]
10.1145/3717867.3717891,Exploring Stance on Affirmative Action Through Reddit Narratives,NOT_RELEVANT,,[N/A]
10.1145/3718098,Generative AI in Fashion: Overview,NOT_RELEVANT,,[N/A]
10.1145/3731754,LogUpdater: Automated Detection and Repair of Specific Defects in Logging Statements,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893096,Using Chat-GPT to Create Multiple Choice CS Exams,RELEVANT,upper-computing,Division Courses]
10.1109/EDUCON60312.2024.10578933,Leveraging GenAI for an Intelligent Tutoring System for R: A Quantitative Evaluation of Large Language Models,RELEVANT,lower-computing,[R Programming]
10.1109/ISEC61299.2024.10664775,Using Prompt Engineering to Enhance STEM Education,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893528,"WIP: Beyond Code: Evaluating ChatGPT, Gemini, Claude, and Meta AI as AI Tutors in Computer Science and Engineering Education",RELEVANT,upper-computing,[Computer Science and Engineering Education]
10.1109/DeSE63988.2024.10911947,The Development of Individualized Assignment Generator,NOT_RELEVANT,,[N/A]
10.1109/FLLM63129.2024.10852497,Can Large Language Model Detect Plagiarism in Source Code?,RELEVANT,upper-computing,software development education
10.1109/SNPD61259.2024.10673924,College Exam Grader using LLM AI models,RELEVANT,,[N/A]
10.1109/EDUNINE62377.2025.10981398,DS Generative AI for Supporting Teaching Activities,RELEVANT,lower-computing,introductory programming
10.1109/ICCT62411.2024.10946635,Large Language Models Based Communication Simulation Platform,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016406,Scaffold or Crutch? Examining College Students' Use and Views of Generative AI Tools for STEM Education,RELEVANT,,STEM courses
10.1109/TLT.2025.3570775,Annotation Guideline-Based Knowledge Augmentation: Towards Enhancing Large Language Models for Educational Text Classification,NOT_RELEVANT,,[N/A]
10.1109/RAMS51492.2024.10457630,The Use and Misuse of Pre-Trained Generative Large Language Models in Reliability Engineering,NOT_RELEVANT,,[N/A]
10.1109/EDUCON60312.2024.10578934,Towards Assessing the Credibility of Chatbot Responses for Technical Assessments in Higher Education,RELEVANT,lower-computing,basic CS concepts
10.1109/CSICC65765.2025.10967440,Analyzing the Mathematical Proficiency of Large Language Models in Computer Science Graduate Admission Tests,RELEVANT,upper-computing,graduate admission tests in CS
10.1109/ICALT58122.2023.00072,AI-Assisted Learning with ChatGPT and Large Language Models: Implications for Higher Education,RELEVANT,lower-computing,Bachelor level computer science curriculum
10.1109/TE.2024.3435427,Q-Module-Bot: A Generative AI-Based Question and Answer Bot for Module Teaching Support,RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016399,Mapping of Educational Course Descriptions to ESCO Competences Using Large Language Models,NOT_RELEVANT,,[N/A]
